,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,age_groups,female_from_2nd_class
222,0,3,1,51.0,0,0,8.05,S,Third,0,1,Unknown,Southampton,no,1,"(45, 60]",0
223,0,3,1,32.973597359735976,0,0,7.8958,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
224,1,1,1,38.0,1,0,90.0,S,First,0,1,C,Southampton,yes,0,"(35, 45]",0
225,0,3,1,22.0,0,0,9.35,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0
226,1,2,1,19.0,0,0,10.5,S,Second,0,1,Unknown,Southampton,yes,1,"(15, 25]",0
227,0,3,1,20.5,0,0,7.25,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0
228,0,2,1,18.0,0,0,13.0,S,Second,0,1,Unknown,Southampton,no,1,"(15, 25]",0
229,0,3,0,4.333333333333333,3,1,25.4667,S,Third,1,0,Unknown,Southampton,no,0,"(0, 15]",0
230,1,1,0,35.0,1,0,83.475,S,First,1,0,C,Southampton,yes,0,"(25, 35]",1
231,0,3,1,29.0,0,0,7.775,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
232,0,2,1,59.0,0,0,13.5,S,Second,0,1,Unknown,Southampton,no,1,"(45, 60]",0
233,1,3,0,5.0,4,2,31.3875,S,Third,3,0,Unknown,Southampton,yes,0,"(0, 15]",0
234,0,2,1,24.0,0,0,10.5,S,Second,0,1,Unknown,Southampton,no,1,"(15, 25]",0
235,0,3,0,31.08421052631579,0,0,7.55,S,Third,1,0,Unknown,Southampton,no,1,"(25, 35]",0
236,0,2,1,44.0,1,0,26.0,S,Second,0,1,Unknown,Southampton,no,0,"(35, 45]",0
237,1,2,0,8.0,0,2,26.25,S,Second,3,0,Unknown,Southampton,yes,0,"(0, 15]",1
238,0,2,1,19.0,0,0,10.5,S,Second,0,1,Unknown,Southampton,no,1,"(15, 25]",0
239,0,2,1,33.0,0,0,12.275,S,Second,0,1,Unknown,Southampton,no,1,"(25, 35]",0
240,0,3,0,33.355555555555554,1,0,14.4542,C,Third,1,0,Unknown,Cherbourg,no,0,"(25, 35]",0
241,1,3,0,33.355555555555554,1,0,15.5,Q,Third,1,0,Unknown,Queenstown,yes,0,"(25, 35]",0
242,0,2,1,29.0,0,0,10.5,S,Second,0,1,Unknown,Southampton,no,1,"(25, 35]",0
243,0,3,1,22.0,0,0,7.125,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0
244,0,3,1,30.0,0,0,7.225,C,Third,0,1,Unknown,Cherbourg,no,1,"(25, 35]",0
245,0,1,1,44.0,2,0,90.0,Q,First,0,1,C,Queenstown,no,0,"(35, 45]",0
246,0,3,0,25.0,0,0,7.775,S,Third,1,0,Unknown,Southampton,no,1,"(15, 25]",0
247,1,2,0,24.0,0,2,14.5,S,Second,1,0,Unknown,Southampton,yes,0,"(15, 25]",1
248,1,1,1,37.0,1,1,52.5542,S,First,0,1,D,Southampton,yes,0,"(35, 45]",0
249,0,2,1,54.0,1,0,26.0,S,Second,0,1,Unknown,Southampton,no,0,"(45, 60]",0
250,0,3,1,32.973597359735976,0,0,7.25,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
251,0,3,0,29.0,1,1,10.4625,S,Third,1,0,G,Southampton,no,0,"(25, 35]",0
252,0,1,1,62.0,0,0,26.55,S,First,0,1,C,Southampton,no,1,"(60, 80]",0
253,0,3,1,30.0,1,0,16.1,S,Third,0,1,Unknown,Southampton,no,0,"(25, 35]",0
254,0,3,0,41.0,0,2,20.2125,S,Third,1,0,Unknown,Southampton,no,0,"(35, 45]",0
255,1,3,0,29.0,0,2,15.2458,C,Third,1,0,Unknown,Cherbourg,yes,0,"(25, 35]",0
256,1,1,0,31.08421052631579,0,0,79.2,C,First,1,0,Unknown,Cherbourg,yes,1,"(25, 35]",1
257,1,1,0,30.0,0,0,86.5,S,First,1,0,B,Southampton,yes,1,"(25, 35]",1
258,1,1,0,35.0,0,0,512.3292,C,First,1,0,Unknown,Cherbourg,yes,1,"(25, 35]",1
259,1,2,0,50.0,0,1,26.0,S,Second,1,0,Unknown,Southampton,yes,0,"(45, 60]",1
260,0,3,1,32.973597359735976,0,0,7.75,Q,Third,0,1,Unknown,Queenstown,no,1,"(25, 35]",0
261,1,3,1,3.0,4,2,31.3875,S,Third,3,0,Unknown,Southampton,yes,0,"(0, 15]",0
262,0,1,1,52.0,1,1,79.65,S,First,0,1,E,Southampton,no,0,"(45, 60]",0
263,0,1,1,40.0,0,0,0.0,S,First,0,1,B,Southampton,no,1,"(35, 45]",0
264,0,3,0,31.08421052631579,0,0,7.75,Q,Third,1,0,Unknown,Queenstown,no,1,"(25, 35]",0
265,0,2,1,36.0,0,0,10.5,S,Second,0,1,Unknown,Southampton,no,1,"(35, 45]",0
266,0,3,1,16.0,4,1,39.6875,S,Third,0,1,Unknown,Southampton,no,0,"(15, 25]",0
267,1,3,1,25.0,1,0,7.775,S,Third,0,1,Unknown,Southampton,yes,0,"(15, 25]",0
268,1,1,0,58.0,0,1,153.4625,S,First,1,0,C,Southampton,yes,0,"(45, 60]",1
269,1,1,0,35.0,0,0,135.6333,S,First,1,0,C,Southampton,yes,1,"(25, 35]",1
270,0,1,1,32.973597359735976,0,0,31.0,S,First,0,1,Unknown,Southampton,no,1,"(25, 35]",0
271,1,3,1,25.0,0,0,0.0,S,Third,0,1,Unknown,Southampton,yes,1,"(15, 25]",0
272,1,2,0,41.0,0,1,19.5,S,Second,1,0,Unknown,Southampton,yes,0,"(35, 45]",1
273,0,1,1,37.0,0,1,29.7,C,First,0,1,C,Cherbourg,no,0,"(35, 45]",0
274,1,3,0,31.08421052631579,0,0,7.75,Q,Third,1,0,Unknown,Queenstown,yes,1,"(25, 35]",0
275,1,1,0,63.0,1,0,77.9583,S,First,1,0,D,Southampton,yes,0,"(60, 80]",1
276,0,3,0,45.0,0,0,7.75,S,Third,1,0,Unknown,Southampton,no,1,"(35, 45]",0
277,0,2,1,32.973597359735976,0,0,0.0,S,Second,0,1,Unknown,Southampton,no,1,"(25, 35]",0
278,0,3,1,7.0,4,1,29.125,Q,Third,3,0,Unknown,Queenstown,no,0,"(0, 15]",0
279,1,3,0,35.0,1,1,20.25,S,Third,1,0,Unknown,Southampton,yes,0,"(25, 35]",0
280,0,3,1,65.0,0,0,7.75,Q,Third,0,1,Unknown,Queenstown,no,1,"(60, 80]",0
281,0,3,1,28.0,0,0,7.8542,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
282,0,3,1,16.0,0,0,9.5,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0
283,1,3,1,19.0,0,0,8.05,S,Third,0,1,Unknown,Southampton,yes,1,"(15, 25]",0
284,0,1,1,32.973597359735976,0,0,26.0,S,First,0,1,A,Southampton,no,1,"(25, 35]",0
285,0,3,1,33.0,0,0,8.6625,C,Third,0,1,Unknown,Cherbourg,no,1,"(25, 35]",0
286,1,3,1,30.0,0,0,9.5,S,Third,0,1,Unknown,Southampton,yes,1,"(25, 35]",0
287,0,3,1,22.0,0,0,7.8958,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0
288,1,2,1,42.0,0,0,13.0,S,Second,0,1,Unknown,Southampton,yes,1,"(35, 45]",0
289,1,3,0,22.0,0,0,7.75,Q,Third,1,0,Unknown,Queenstown,yes,1,"(15, 25]",0
290,1,1,0,26.0,0,0,78.85,S,First,1,0,Unknown,Southampton,yes,1,"(25, 35]",1
291,1,1,0,19.0,1,0,91.0792,C,First,1,0,B,Cherbourg,yes,0,"(15, 25]",1
292,0,2,1,36.0,0,0,12.875,C,Second,0,1,D,Cherbourg,no,1,"(35, 45]",0
293,0,3,0,24.0,0,0,8.85,S,Third,1,0,Unknown,Southampton,no,1,"(15, 25]",0
294,0,3,1,24.0,0,0,7.8958,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0
295,0,1,1,32.973597359735976,0,0,27.7208,C,First,0,1,Unknown,Cherbourg,no,1,"(25, 35]",0
296,0,3,1,23.5,0,0,7.2292,C,Third,0,1,Unknown,Cherbourg,no,1,"(15, 25]",0
297,0,1,0,2.0,1,2,151.55,S,First,3,0,C,Southampton,no,0,"(0, 15]",1
298,1,1,1,32.973597359735976,0,0,30.5,S,First,0,1,C,Southampton,yes,1,"(25, 35]",0
299,1,1,0,50.0,0,1,247.5208,C,First,1,0,B,Cherbourg,yes,0,"(45, 60]",1
300,1,3,0,31.08421052631579,0,0,7.75,Q,Third,1,0,Unknown,Queenstown,yes,1,"(25, 35]",0
301,1,3,1,31.181818181818183,2,0,23.25,Q,Third,0,1,Unknown,Queenstown,yes,0,"(25, 35]",0
302,0,3,1,19.0,0,0,0.0,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0
303,1,2,0,31.08421052631579,0,0,12.35,Q,Second,1,0,E,Queenstown,yes,1,"(25, 35]",1
304,0,3,1,32.973597359735976,0,0,8.05,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
305,1,1,1,0.92,1,2,151.55,S,First,3,0,C,Southampton,yes,0,"(0, 15]",0
306,1,1,0,31.08421052631579,0,0,110.8833,C,First,1,0,Unknown,Cherbourg,yes,1,"(25, 35]",1
307,1,1,0,17.0,1,0,108.9,C,First,1,0,C,Cherbourg,yes,0,"(15, 25]",1
308,0,2,1,30.0,1,0,24.0,C,Second,0,1,Unknown,Cherbourg,no,0,"(25, 35]",0
309,1,1,0,30.0,0,0,56.9292,C,First,1,0,E,Cherbourg,yes,1,"(25, 35]",1
310,1,1,0,24.0,0,0,83.1583,C,First,1,0,C,Cherbourg,yes,1,"(15, 25]",1
311,1,1,0,18.0,2,2,262.375,C,First,1,0,B,Cherbourg,yes,0,"(15, 25]",1
312,0,2,0,26.0,1,1,26.0,S,Second,1,0,Unknown,Southampton,no,0,"(25, 35]",1
313,0,3,1,28.0,0,0,7.8958,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
314,0,2,1,43.0,1,1,26.25,S,Second,0,1,Unknown,Southampton,no,0,"(35, 45]",0
315,1,3,0,26.0,0,0,7.8542,S,Third,1,0,Unknown,Southampton,yes,1,"(25, 35]",0
316,1,2,0,24.0,1,0,26.0,S,Second,1,0,Unknown,Southampton,yes,0,"(15, 25]",1
317,0,2,1,54.0,0,0,14.0,S,Second,0,1,Unknown,Southampton,no,1,"(45, 60]",0
318,1,1,0,31.0,0,2,164.8667,S,First,1,0,C,Southampton,yes,0,"(25, 35]",1
319,1,1,0,40.0,1,1,134.5,C,First,1,0,E,Cherbourg,yes,0,"(35, 45]",1
320,0,3,1,22.0,0,0,7.25,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0
321,0,3,1,27.0,0,0,7.8958,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
322,1,2,0,30.0,0,0,12.35,Q,Second,1,0,Unknown,Queenstown,yes,1,"(25, 35]",1
323,1,2,0,22.0,1,1,29.0,S,Second,1,0,Unknown,Southampton,yes,0,"(15, 25]",1
324,0,3,1,6.369518072289157,8,2,69.55,S,Third,0,1,Unknown,Southampton,no,0,"(0, 15]",0
325,1,1,0,36.0,0,0,135.6333,C,First,1,0,C,Cherbourg,yes,1,"(35, 45]",1
326,0,3,1,61.0,0,0,6.2375,S,Third,0,1,Unknown,Southampton,no,1,"(60, 80]",0
327,1,2,0,36.0,0,0,13.0,S,Second,1,0,D,Southampton,yes,1,"(35, 45]",1
328,1,3,0,31.0,1,1,20.525,S,Third,1,0,Unknown,Southampton,yes,0,"(25, 35]",0
329,1,1,0,16.0,0,1,57.9792,C,First,1,0,B,Cherbourg,yes,0,"(15, 25]",1
330,1,3,0,35.5,2,0,23.25,Q,Third,1,0,Unknown,Queenstown,yes,0,"(35, 45]",0
331,0,1,1,45.5,0,0,28.5,S,First,0,1,C,Southampton,no,1,"(45, 60]",0
332,0,1,1,38.0,0,1,153.4625,S,First,0,1,C,Southampton,no,0,"(35, 45]",0
333,0,3,1,16.0,2,0,18.0,S,Third,0,1,Unknown,Southampton,no,0,"(15, 25]",0
334,1,1,0,33.355555555555554,1,0,133.65,S,First,1,0,Unknown,Southampton,yes,0,"(25, 35]",1
335,0,3,1,32.973597359735976,0,0,7.8958,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
336,0,1,1,29.0,1,0,66.6,S,First,0,1,C,Southampton,no,0,"(25, 35]",0
337,1,1,0,41.0,0,0,134.5,C,First,1,0,E,Cherbourg,yes,1,"(35, 45]",1
338,1,3,1,45.0,0,0,8.05,S,Third,0,1,Unknown,Southampton,yes,1,"(35, 45]",0
339,0,1,1,45.0,0,0,35.5,S,First,0,1,Unknown,Southampton,no,1,"(35, 45]",0
340,1,2,1,2.0,1,1,26.0,S,Second,3,0,F,Southampton,yes,0,"(0, 15]",0
341,1,1,0,24.0,3,2,263.0,S,First,1,0,C,Southampton,yes,0,"(15, 25]",1
342,0,2,1,28.0,0,0,13.0,S,Second,0,1,Unknown,Southampton,no,1,"(25, 35]",0
343,0,2,1,25.0,0,0,13.0,S,Second,0,1,Unknown,Southampton,no,1,"(15, 25]",0
344,0,2,1,36.0,0,0,13.0,S,Second,0,1,Unknown,Southampton,no,1,"(35, 45]",0
345,1,2,0,24.0,0,0,13.0,S,Second,1,0,F,Southampton,yes,1,"(15, 25]",1
346,1,2,0,40.0,0,0,13.0,S,Second,1,0,Unknown,Southampton,yes,1,"(35, 45]",1
347,1,3,0,33.355555555555554,1,0,16.1,S,Third,1,0,Unknown,Southampton,yes,0,"(25, 35]",0
348,1,3,1,3.0,1,1,15.9,S,Third,3,0,Unknown,Southampton,yes,0,"(0, 15]",0
349,0,3,1,42.0,0,0,8.6625,S,Third,0,1,Unknown,Southampton,no,1,"(35, 45]",0
350,0,3,1,23.0,0,0,9.225,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0
351,0,1,1,32.973597359735976,0,0,35.0,S,First,0,1,C,Southampton,no,1,"(25, 35]",0
352,0,3,1,15.0,1,1,7.2292,C,Third,3,0,Unknown,Cherbourg,no,0,"(0, 15]",0
353,0,3,1,25.0,1,0,17.8,S,Third,0,1,Unknown,Southampton,no,0,"(15, 25]",0
354,0,3,1,32.973597359735976,0,0,7.225,C,Third,0,1,Unknown,Cherbourg,no,1,"(25, 35]",0
355,0,3,1,28.0,0,0,9.5,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
356,1,1,0,22.0,0,1,55.0,S,First,1,0,E,Southampton,yes,0,"(15, 25]",1
357,0,2,0,38.0,0,0,13.0,S,Second,1,0,Unknown,Southampton,no,1,"(35, 45]",1
358,1,3,0,31.08421052631579,0,0,7.8792,Q,Third,1,0,Unknown,Queenstown,yes,1,"(25, 35]",0
359,1,3,0,31.08421052631579,0,0,7.8792,Q,Third,1,0,Unknown,Queenstown,yes,1,"(25, 35]",0
360,0,3,1,40.0,1,4,27.9,S,Third,0,1,Unknown,Southampton,no,0,"(35, 45]",0
361,0,2,1,29.0,1,0,27.7208,C,Second,0,1,Unknown,Cherbourg,no,0,"(25, 35]",0
362,0,3,0,45.0,0,1,14.4542,C,Third,1,0,Unknown,Cherbourg,no,0,"(35, 45]",0
363,0,3,1,35.0,0,0,7.05,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
364,0,3,1,32.70192307692308,1,0,15.5,Q,Third,0,1,Unknown,Queenstown,no,0,"(25, 35]",0
365,0,3,1,30.0,0,0,7.25,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
366,1,1,0,60.0,1,0,75.25,C,First,1,0,D,Cherbourg,yes,0,"(45, 60]",1
367,1,3,0,31.08421052631579,0,0,7.2292,C,Third,1,0,Unknown,Cherbourg,yes,1,"(25, 35]",0
368,1,3,0,31.08421052631579,0,0,7.75,Q,Third,1,0,Unknown,Queenstown,yes,1,"(25, 35]",0
369,1,1,0,24.0,0,0,69.3,C,First,1,0,B,Cherbourg,yes,1,"(15, 25]",1
370,1,1,1,25.0,1,0,55.4417,C,First,0,1,E,Cherbourg,yes,0,"(15, 25]",0
371,0,3,1,18.0,1,0,6.4958,S,Third,0,1,Unknown,Southampton,no,0,"(15, 25]",0
372,0,3,1,19.0,0,0,8.05,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0
373,0,1,1,22.0,0,0,135.6333,C,First,0,1,Unknown,Cherbourg,no,1,"(15, 25]",0
374,0,3,0,3.0,3,1,21.075,S,Third,3,0,Unknown,Southampton,no,0,"(0, 15]",0
375,1,1,0,33.355555555555554,1,0,82.1708,C,First,1,0,Unknown,Cherbourg,yes,0,"(25, 35]",1
376,1,3,0,22.0,0,0,7.25,S,Third,1,0,Unknown,Southampton,yes,1,"(15, 25]",0
377,0,1,1,27.0,0,2,211.5,C,First,0,1,C,Cherbourg,no,0,"(25, 35]",0
378,0,3,1,20.0,0,0,4.0125,C,Third,0,1,Unknown,Cherbourg,no,1,"(15, 25]",0
379,0,3,1,19.0,0,0,7.775,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0
380,1,1,0,42.0,0,0,227.525,C,First,1,0,Unknown,Cherbourg,yes,1,"(35, 45]",1
381,1,3,0,1.0,0,2,15.7417,C,Third,3,0,Unknown,Cherbourg,yes,0,"(0, 15]",0
382,0,3,1,32.0,0,0,7.925,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
383,1,1,0,35.0,1,0,52.0,S,First,1,0,Unknown,Southampton,yes,0,"(25, 35]",1
384,0,3,1,32.973597359735976,0,0,7.8958,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
385,0,2,1,18.0,0,0,73.5,S,Second,0,1,Unknown,Southampton,no,1,"(15, 25]",0
386,0,3,1,1.0,5,2,46.9,S,Third,3,0,Unknown,Southampton,no,0,"(0, 15]",0
387,1,2,0,36.0,0,0,13.0,S,Second,1,0,Unknown,Southampton,yes,1,"(35, 45]",1
388,0,3,1,32.973597359735976,0,0,7.7292,Q,Third,0,1,Unknown,Queenstown,no,1,"(25, 35]",0
389,1,2,0,17.0,0,0,12.0,C,Second,1,0,Unknown,Cherbourg,yes,1,"(15, 25]",1
390,1,1,1,36.0,1,2,120.0,S,First,0,1,B,Southampton,yes,0,"(35, 45]",0
391,1,3,1,21.0,0,0,7.7958,S,Third,0,1,Unknown,Southampton,yes,1,"(15, 25]",0
392,0,3,1,28.0,2,0,7.925,S,Third,0,1,Unknown,Southampton,no,0,"(25, 35]",0
393,1,1,0,23.0,1,0,113.275,C,First,1,0,D,Cherbourg,yes,0,"(15, 25]",1
394,1,3,0,24.0,0,2,16.7,S,Third,1,0,G,Southampton,yes,0,"(15, 25]",0
395,0,3,1,22.0,0,0,7.7958,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0
396,0,3,0,31.0,0,0,7.8542,S,Third,1,0,Unknown,Southampton,no,1,"(25, 35]",0
397,0,2,1,46.0,0,0,26.0,S,Second,0,1,Unknown,Southampton,no,1,"(45, 60]",0
398,0,2,1,23.0,0,0,10.5,S,Second,0,1,Unknown,Southampton,no,1,"(15, 25]",0
399,1,2,0,28.0,0,0,12.65,S,Second,1,0,Unknown,Southampton,yes,1,"(25, 35]",1
400,1,3,1,39.0,0,0,7.925,S,Third,0,1,Unknown,Southampton,yes,1,"(35, 45]",0
401,0,3,1,26.0,0,0,8.05,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
402,0,3,0,21.0,1,0,9.825,S,Third,1,0,Unknown,Southampton,no,0,"(15, 25]",0
403,0,3,1,28.0,1,0,15.85,S,Third,0,1,Unknown,Southampton,no,0,"(25, 35]",0
404,0,3,0,20.0,0,0,8.6625,S,Third,1,0,Unknown,Southampton,no,1,"(15, 25]",0
405,0,2,1,34.0,1,0,21.0,S,Second,0,1,Unknown,Southampton,no,0,"(25, 35]",0
406,0,3,1,51.0,0,0,7.75,S,Third,0,1,Unknown,Southampton,no,1,"(45, 60]",0
407,1,2,1,3.0,1,1,18.75,S,Second,3,0,Unknown,Southampton,yes,0,"(0, 15]",0
408,0,3,1,21.0,0,0,7.775,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0
409,0,3,0,4.333333333333333,3,1,25.4667,S,Third,1,0,Unknown,Southampton,no,0,"(0, 15]",0
410,0,3,1,32.973597359735976,0,0,7.8958,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
411,0,3,1,32.973597359735976,0,0,6.8583,Q,Third,0,1,Unknown,Queenstown,no,1,"(25, 35]",0
412,1,1,0,33.0,1,0,90.0,Q,First,1,0,C,Queenstown,yes,0,"(25, 35]",1
413,0,2,1,32.973597359735976,0,0,0.0,S,Second,0,1,Unknown,Southampton,no,1,"(25, 35]",0
414,1,3,1,44.0,0,0,7.925,S,Third,0,1,Unknown,Southampton,yes,1,"(35, 45]",0
415,0,3,0,31.08421052631579,0,0,8.05,S,Third,1,0,Unknown,Southampton,no,1,"(25, 35]",0
416,1,2,0,34.0,1,1,32.5,S,Second,1,0,Unknown,Southampton,yes,0,"(25, 35]",1
417,1,2,0,18.0,0,2,13.0,S,Second,1,0,Unknown,Southampton,yes,0,"(15, 25]",1
418,0,2,1,30.0,0,0,13.0,S,Second,0,1,Unknown,Southampton,no,1,"(25, 35]",0
419,0,3,0,10.0,0,2,24.15,S,Third,3,0,Unknown,Southampton,no,0,"(0, 15]",0
420,0,3,1,32.973597359735976,0,0,7.8958,C,Third,0,1,Unknown,Cherbourg,no,1,"(25, 35]",0
421,0,3,1,21.0,0,0,7.7333,Q,Third,0,1,Unknown,Queenstown,no,1,"(15, 25]",0
422,0,3,1,29.0,0,0,7.875,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
423,0,3,0,28.0,1,1,14.4,S,Third,1,0,Unknown,Southampton,no,0,"(25, 35]",0
424,0,3,1,18.0,1,1,20.2125,S,Third,0,1,Unknown,Southampton,no,0,"(15, 25]",0
425,0,3,1,32.973597359735976,0,0,7.25,S,Third,0,1,Unknown,Southampton,no,1,"(25, 35]",0
426,1,2,0,28.0,1,0,26.0,S,Second,1,0,Unknown,Southampton,yes,0,"(25, 35]",1
427,1,2,0,19.0,0,0,26.0,S,Second,1,0,Unknown,Southampton,yes,1,"(15, 25]",1
428,0,3,1,32.973597359735976,0,0,7.75,Q,Third,0,1,Unknown,Queenstown,no,1,"(25, 35]",0
429,1,3,1,32.0,0,0,8.05,S,Third,0,1,E,Southampton,yes,1,"(25, 35]",0
430,1,1,1,28.0,0,0,26.55,S,First,0,1,C,Southampton,yes,1,"(25, 35]",0
431,1,3,0,33.355555555555554,1,0,16.1,S,Third,1,0,Unknown,Southampton,yes,0,"(25, 35]",0
432,1,2,0,42.0,1,0,26.0,S,Second,1,0,Unknown,Southampton,yes,0,"(35, 45]",1
433,0,3,1,17.0,0,0,7.125,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0
434,0,1,1,50.0,1,0,55.9,S,First,0,1,E,Southampton,no,0,"(45, 60]",0
435,1,1,0,14.0,1,2,120.0,S,First,3,0,B,Southampton,yes,0,"(0, 15]",1
436,0,3,0,21.0,2,2,34.375,S,Third,1,0,Unknown,Southampton,no,0,"(15, 25]",0
437,1,2,0,24.0,2,3,18.75,S,Second,1,0,Unknown,Southampton,yes,0,"(15, 25]",1
438,0,1,1,64.0,1,4,263.0,S,First,0,1,C,Southampton,no,0,"(60, 80]",0
439,0,2,1,31.0,0,0,10.5,S,Second,0,1,Unknown,Southampton,no,1,"(25, 35]",0
440,1,2,0,45.0,1,1,26.25,S,Second,1,0,Unknown,Southampton,yes,0,"(35, 45]",1
441,0,3,1,20.0,0,0,9.5,S,Third,0,1,Unknown,Southampton,no,1,"(15, 25]",0
442,0,3,1,25.0,1,0,7.775,S,Third,0,1,Unknown,Southampton,no,0,"(15, 25]",0
443,1,2,0,28.0,0,0,13.0,S,Second,1,0,Unknown,Southampton,yes,1,"(25, 35]",1
